INT	STRING	INT	INT	INT	FLOAT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
41116	Кольцо холода VI: Озноб	3	0	2	0	10000	100	0	0	51102	Кольцо холода VI: Озноб	201	0	0	0	-1	14	0
41201	Мантра Чи I	3	0	2	0.2	15000	100	0	0	51201	Мантра Чи I	109	0	0	0	-1	23	0
41202	Мантра Чи II	3	0	2	0.2	15000	100	0	0	51202	Мантра Чи II	109	0	0	0	-1	23	0
41203	Мантра Чи III	3	0	2	0.2	15000	100	0	0	51203	Мантра Чи III	109	0	0	0	-1	23	0
41204	Мантра Чи IV	3	0	2	0.2	15000	100	0	0	51204	Мантра Чи IV	109	0	0	0	-1	23	0
41205	Мантра Чи V	3	0	2	0.2	15000	100	0	0	51215+51205	Мантра Чи V	109	0	0	0	-1	23	0
41206	Мантра Чи VI	3	0	2	0.2	15000	100	0	0	51215+51206	Мантра Чи VI	109	0	0	0	-1	23	0
41301	Исцеление Чи I	3	0	2	0	3000	100	0	0	50401	Исцеление Чи I	110	0	0	0	-1	0	-1
41302	Исцеление Чи II	3	0	2	0	3000	100	0	0	50402	Исцеление Чи II	110	0	0	0	-1	0	-1
41303	Исцеление Чи III	3	0	2	0	10000	100	0	0	50413+50403	Исцеление Чи III	110	0	0	0	-1	0	-1
41304	Исцеление Чи IV	3	0	2	0	10000	100	0	0	50414+50403	Исцеление Чи IV	110	0	0	0	-1	0	-1
41305	Исцеление Чи V	3	0	2	0	10000	100	0	0	50415+50414+50403	Исцеление Чи V	110	0	0	0	-1	0	-1
41306	Исцеление Чи VI	3	0	2	0	10000	100	0	0	50416+50414+50403	Исцеление Чи VI	110	0	0	0	-1	0	-1
41413	Уверенный выстрел: Оглушение	0	0	0	0	2000	100	0	0	60005	Уверенный выстрел: Оглушение	300	0	0	0	-1	27	0
41414	Уверенный выстрел: Оглушение	0	0	0	0	3000	100	0	0	60005	Уверенный выстрел: Оглушение	300	0	0	0	-1	27	0
41415	Уверенный выстрел: Замедление	3	0	0	0.05	5000	100	0	0	51401	Уверенный выстрел: Замедление	303	1	3	0	-1	29	0
41416	Уверенный выстрел: Замедление	3	0	0	0.05	6500	100	0	0	51401	Уверенный выстрел: Замедление	303	1	3	0	-1	29	0
42101	Темный охотник I	3	0	2	0	10000	100	0	0	15101+15100	Темный охотник	112	0	0	0	-1	19	0
42102	Темный охотник II	3	0	2	0	10000	100	0	0	15102+15100	Темный охотник	112	0	0	0	-1	19	0
42103	Темный охотник III	3	0	2	0	10000	100	0	0	15113+15102+15100	Темный охотник	112	0	0	0	-1	19	0
42104	Темный охотник IV	3	0	2	0	10000	100	0	0	15114+15102+15100	Темный охотник	112	0	0	0	-1	19	0
42105	Темный охотник V	3	0	2	0	10000	100	0	0	15115+15114+15102+15100	Темный охотник	112	0	0	0	-1	19	0
42106	Темный охотник VI	3	0	2	0	10000	100	0	0	15116+15114+15102+15100	Темный охотник	112	0	0	0	-1	19	0
41501	Жалящий выстрел I	0	0	0	0.05	5000	100	0	0	51501	Жалящий выстрел I	305	1	3	0	-1	32	0
41502	Жалящий выстрел II	0	0	0	0.05	5000	100	0	0	51502	Жалящий выстрел II	305	1	3	0	-1	32	0
41503	Жалящий выстрел III	0	0	0	0.05	5000	100	0	0	51503	Жалящий выстрел III	305	1	3	0	-1	32	0
41504	Жалящий выстрел IV	0	0	0	0.05	5000	100	0	0	51504	Жалящий выстрел IV	305	1	3	0	-1	32	0
41505	Жалящий выстрел V	0	0	0	0.05	5000	100	0	0	51504	Жалящий выстрел V	305	1	3	0	-1	32	0
41506	Жалящий выстрел VI	0	0	0	0.05	5000	100	0	0	51504	Жалящий выстрел VI	305	1	3	0	-1	32	0
41515	Жалящий выстре V: Страх	3	0	0	0.05	5000	50	0	0	51515	Жалящий выстре V: Страх	308	1	3	0	-1	34	0
41516	Жалящий выстре VI: Страх	3	0	0	0.05	5000	75	0	0	51515	Жалящий выстре VI: Страх	308	1	3	0	-1	34	0
41613	Побег ниндзя: Оглушение	0	0	0	0	1500	100	0	0	60005	Побег ниндзя: Оглушение	300	0	0	0	-1	27	0
41614	Побег ниндзя: Оглушение	0	0	0	0	2000	100	0	0	60005	Побег ниндзя: Оглушение	300	0	0	0	-1	27	0
41615	Побег ниндзя V: Исцеление	3	0	2	0	1000	100	0	0	51615	Побег ниндзя V: Исцеление	110	0	0	0	-1	0	-1
41616	Побег ниндзя VI: Исцеление	3	0	2	0	1000	100	0	0	51616	Побег ниндзя VI: Исцеление	110	0	0	0	-1	0	-1
41700	Тэцубиси: Замедление	3	0	0	0.5	3000	100	0	0	51700	Тэцубиси: Замедление	303	0	0	0	-1	29	0
41701	Тэцубиси 1: Урон	0	0	0	0.5	3000	100	0	0	51701	Тэцубиси 1: Урон	0	0	0	0	-1	0	-1
41702	Тэцубиси 2: Урон	0	0	0	0.5	3000	100	0	0	51702	Тэцубиси 2: Урон	0	0	0	0	-1	0	-1
41703	Тэцубиси 3: Урон	0	0	0	0.5	3000	100	0	0	51702	Тэцубиси 3: Урон	0	0	0	0	-1	0	-1
41704	Тэцубиси 4: Урон	0	0	0	0.5	3000	100	0	0	51702	Тэцубиси 4: Урон	0	0	0	0	-1	0	-1
41705	Тэцубиси 5: Урон	0	0	0	0.5	3000	100	0	0	51702	Тэцубиси 5: Урон	0	0	0	0	-1	0	-1
41706	Тэцубиси 6: Урон	0	0	0	0.5	3000	100	0	0	51702	Тэцубиси 6: Урон	0	0	0	0	-1	0	-1
41713	Тэцубиси 3: Активация страха	3	0	0	0	3000	25	0	0	51713	Тэцубиси 3: Активация страха	308	0	0	0	-1	3	-1
41714	Тэцубиси 4+: Активация страха	3	0	0	0	3000	40	0	0	51714	Тэцубиси 4+: Активация страха	308	0	0	0	-1	3	-1
41715	Тэцубиси 5: Яд	0	0	0	0.05	3000	25	0	0	51715	Тэцубиси 5: Яд	305	1	3	0	-1	32	0
41716	Тэцубиси 6: Яд	0	0	0	0.05	3000	25	0	0	51716	Тэцубиси 6: Яд	305	1	3	0	-1	32	0
41710	Тэцубиси: Эффект страха	3	0	0	0	3000	15	0	0	51723	Тэцубиси: Эффект страха	308	0	0	0	-1	34	0
41801	Огненная ловушка I	0	0	0	0.05	5000	100	0	0	50101	Огненная ловушка I	306	1	3	0	-1	11	0
41802	Огненная ловушка II	0	0	0	0.05	5000	100	0	0	50101	Огненная ловушка II	306	1	3	0	-1	11	0
41803	Огненная ловушка III	0	0	0	0.05	5000	100	0	0	50101	Огненная ловушка III	306	1	3	0	-1	11	0
41804	Огненная ловушка IV	0	0	0	0.05	5000	100	0	0	50101	Огненная ловушка IV	306	1	3	0	-1	11	0
41805	Огненная ловушка V	0	0	0	0.05	7000	100	0	0	50105	Огненная ловушка V	306	1	3	0	-1	11	0
41806	Огненная ловушка VI	0	0	0	0.05	7000	100	0	0	50105	Огненная ловушка VI	306	1	3	0	-1	11	0
41901	Медвежий капкан: Оглушение	0	0	0	0	3000	100	0	0	60005	Медвежий капкан: Оглушение	300	0	0	0	-1	0	0
40018	Оживление: Неуязвимость	3	0	2	0	3000	100	0	0	50008	Оживление: Неуязвимость	0	0	0	0	-1	36	0
40019	Оживление свитком синигами: Неуязвимость	3	0	2	0	7000	100	0	0	50008	Оживление свитком синигами: Неуязвимость	0	0	0	0	-1	36	0
40002	Оживление: Отбрасывание	0	0	0	2	400	100	0	0	50001	Оживление: Отбрасывание	304	0	0	0	-1	0	-1
40003	Оживление свитком синигами: Отбрасывание	0	0	0	2	400	100	0	0	50001	Оживление свитком синигами: Отбрасывание	304	0	0	0	-1	0	-1
60701	Босс: Метеоритный дождь	0	0	0	3	2100	100	0	0	91201	Босс: Метеоритный дождь	0	0	0	0	-1	11	0
60702	Футакути: Метеоритный дождь	0	0	0	3	2100	100	0	0	91201	Босс: Метеоритный дождь	0	0	0	0	-1	11	0
60007	Босс: Замедление	0	0	0	0.25	5000	100	0	0	50015	Замедление	302	0	0	0	-1	27	0
60013	ImpStoneSlowDamage	3	0	0	0.5	3000	100	0	0	50015+50009	ImpStoneSlowDamage	303	0	0	0	-1	29	0
60014	ImpHealCircleDamage	0	0	0	0.5	5000	100	0	0	91213	Imp Heal Circle HoT	0	0	0	0	-1	0	0
60015	30% Slow	0	0	0	0.25	5000	100	0	0	50013	30% Slowed	302	0	0	0	-1	27	0
60016	50%Slow	0	0	0	0.25	5000	100	0	0	50015	50% Slowed	302	0	0	0	-1	27	0
60017	80%Slow	0	0	0	0.25	5000	100	0	0	50018	80% Slowed	302	0	0	0	-1	27	0
50101	Инугами	0	0	2	0	-1	100	0	0	70101	Дух-собака. Повышает Силу.	500	0	0	0	-1	17	0
50201	Манеки-неко	0	0	2	0	-1	100	0	0	70201	Дух-кошка. Повышает Искусность.	501	0	0	0	-1	19	0
50301	Ёсудзумэ	0	0	2	0	-1	100	0	0	70301	Дух-птица. Ускоряет восстановление энергии	502	0	0	0	-1	22	0
50401	Нисикигои	0	0	2	0	-1	100	0	0	70401	Дух-рыба. Ускоряет восстановление здоровья.	503	0	0	0	-1	23	0
50501	Нихонзару	0	0	2	0	-1	100	0	0	70501	Дух-обезьяна. Увеличивает макс. запас энергии.	504	0	0	0	-1	21	0
50601	Исигамэ	0	0	2	0	-1	100	0	0	70601	Дух-черепаха. Повышает Защиту.	505	0	0	0	-1	18	0
50701	Кабуки Кодзо	0	0	2	0	-1	100	0	0	70701	Дух-йокай. Повышает скорость атаки.	506	0	0	0	-1	24	0
51101	Золотой Инугами	0	0	2	0	-1	100	0	0	71101+71103	Дух-собака. Повышает Силу.	500	0	0	0	-1	43	0
51102	Золотой Инугами	0	0	2	0	-1	100	0	0	71104	Дух-собака. Солнечный свет: шанс взрыва при получении удара.	500	0	0	0	-1	43	0
51103	Солнечная вспышка	0	1	0	0	2000	3	0	0	71102	Солнечная вспышка!	500	0	0	0	-1	43	0
51201	Оригинальная Неко	0	0	2	0	-1	100	0	0	71201+71203+71204	Дух-кошка. Увеличивает критический урон и Искусность. В другом мире: шанс  избежать вражских ударов. 	501	0	0	0	-1	40	0
51202	Оригинальная Неко	0	1	2	0	3000	2	0	0	71202	В другом мире!	501	0	0	0	-1	40	0
50801	Пинг-Вин Умелец	0	0	2	0	-1	100	0	0	70801+70802+70803+70804	Дух-пингвин. Готов ко всему: Увеличивает макс. запас энергии и здоровья. Дает иммунитет к холоду. Увеличивает защиту.	501	0	0	0	-1	41	0
50901	Карагури Габен	0	0	2	0	-1	100	0	0	70901	Дух-йокай. ???	506	0	0	0	-1	0	0
80101	Плащ Красной Шапки	0	0	2	0	-1	100	0	0	80101	Когда у вас остается меньше 8% здоровья, регенерация здоровья и энергии ускоряется.	0	0	0	0	-1	42	-1
80102	Ни шагу назад	3	0	2	0	9000	100	0	0	80102+80103	Когда у вас остается меньше 8% здоровья, регенерация здоровья и энергии ускоряется.	0	0	0	0	-1	42	0
80201	Топор Хитрого охотника	0	0	2	0	-1	100	0	0	80201	Скорость атаки и передвижения увеличивается на 5% при полном запасе энергии.	0	0	0	0	-1	44	-1
80202	Быстрый и точный	0	0	2	0	-1	100	0	0	80202+80203	Скорость атаки и передвижения увеличивается на 5% при полном запасе энергии.	0	0	0	0	-1	44	0
80301	Поиск равновесия	0	0	2	0	-1	100	0	0	80301	Самый низкий базовый атрибут увеличивается на 10% от самого высокого базового атрибута.	0	0	0	0	-1	38	0
80401	Свой среди чужих	0	0	2	0	-1	100	0	0	80401	Зона обнаружения врагами уменьшается. Вы можете подойти ближе, не привлекая их внимания.	0	0	0	0	-1	39	0
70101	Яростный I	0	0	2	0	-1	100	0	0	10101	30% бонус к физическому урону	0	0	0	0	-1	3	0
70102	Яростный II	0	0	2	0	-1	100	0	0	10102	35% бонус к физическому урону	0	0	0	0	-1	3	0
70103	Яростный III	0	0	2	0	-1	100	0	0	10103	40% бонус к физическому урону	0	0	0	0	-1	3	0
70104	Яростный IV	0	0	2	0	-1	100	0	0	10104	20% бонус к физическому урону	0	0	0	0	-1	3	0
70105	Яростный V	0	0	2	0	-1	100	0	0	10105	25% бонус к физическому урону	0	0	0	0	-1	3	0
70106	Яростный VI	0	0	2	0	-1	100	0	0	10106	30% бонус к физическому урону	0	0	0	0	-1	3	0
70107	Яростный VII	0	0	2	0	-1	100	0	0	10107	35% бонус к физическому урону	0	0	0	0	-1	3	0
70108	Яростный VIII	0	0	2	0	-1	100	0	0	10108	40% бонус к физическому урону	0	0	0	0	-1	3	0
70109	Яростный IX	0	0	2	0	-1	100	0	0	10109	45% бонус к физическому урону	0	0	0	0	-1	3	0
70110	Яростный X	0	0	2	0	-1	100	0	0	10110	50% бонус к физическому урону	0	0	0	0	-1	3	0
70201	Гипер I	0	0	2	1.5	-1	100	0	0	10201	1.5% бонус к базовой энергии	0	0	0	0	-1	21	0
70202	Гипер II	0	0	2	3	-1	100	0	0	10202	3% бонус к базовой энергии	0	0	0	0	-1	21	0
70203	Гипер III	0	0	2	4.5	-1	100	0	0	10203	4.5% бонус к базовой энергии	0	0	0	0	-1	21	0
70204	Гипер IV	0	0	2	0	-1	100	0	0	10204	6% бонус к базовой энергии	0	0	0	0	-1	21	0
70205	Гипер V	0	0	2	0	-1	100	0	0	10205	7.5% бонус к базовой энергии	0	0	0	0	-1	21	0
70206	Гипер VI	0	0	2	0	-1	100	0	0	10206	9% бонус к базовой энергии	0	0	0	0	-1	21	0
70207	Гипер VII	0	0	2	0	-1	100	0	0	10207	10.5% бонус к базовой энергии	0	0	0	0	-1	21	0
70208	Гипер VIII	0	0	2	0	-1	100	0	0	10208	12% бонус к базовой энергии	0	0	0	0	-1	21	0
70209	Гипер IX	0	0	2	0	-1	100	0	0	10209	13.5% бонус к базовой энергии	0	0	0	0	-1	21	0
70210	Гипер X	0	0	2	0	-1	100	0	0	10210	15% бонус к базовой энергии	0	0	0	0	-1	21	0
70301	Сфокусированный I	0	0	2	1	-1	100	0	0	10301	Восстановление энергии увеличено на 2/с.	0	0	0	0	-1	22	0
70302	Сфокусированный II	0	0	2	2	-1	100	0	0	10302	Восстановление энергии увеличено на 4/с.	0	0	0	0	-1	22	0
70303	Сфокусированный III	0	0	2	3	-1	100	0	0	10303	Восстановление энергии увеличено на 6/с.	0	0	0	0	-1	22	0
70304	Сфокусированный IV	0	0	2	0	-1	100	0	0	10304	Восстановление энергии увеличено на 8/с.	0	0	0	0	-1	22	0
70305	Сфокусированный V	0	0	2	0	-1	100	0	0	10305	Восстановление энергии увеличено на 10/с.	0	0	0	0	-1	22	0
70306	Сфокусированный VI	0	0	2	0	-1	100	0	0	10306	Восстановление энергии увеличено на 12/с.	0	0	0	0	-1	22	0
70307	Сфокусированный VII	0	0	2	0	-1	100	0	0	10307	Восстановление энергии увеличено на 14/с.	0	0	0	0	-1	22	0
70308	Сфокусированный VIII	0	0	2	0	-1	100	0	0	10308	Восстановление энергии увеличено на 16/с.	0	0	0	0	-1	22	0
70309	Сфокусированный IX	0	0	2	0	-1	100	0	0	10309	Восстановление энергии увеличено на 18/с.	0	0	0	0	-1	22	0
70310	Сфокусированный X	0	0	2	0	-1	100	0	0	10310	Восстановление энергии увеличено на 20/с.	0	0	0	0	-1	22	0
70401	Здоровый I	0	0	2	0	-1	100	0	0	10401	1.5% бонус к базовому здоровью	0	0	0	0	-1	37	0
70402	Здоровый II	0	0	2	0	-1	100	0	0	10402	3% бонус к базовому здоровью	0	0	0	0	-1	37	0
70403	Здоровый III	0	0	2	0	-1	100	0	0	10403	4.5% бонус к базовому здоровью	0	0	0	0	-1	37	0
70404	Здоровый IV	0	0	2	0	-1	100	0	0	10404	6% бонус к базовому здоровью	0	0	0	0	-1	37	0
70405	Здоровый V	0	0	2	0	-1	100	0	0	10405	7.5% бонус к базовому здоровью	0	0	0	0	-1	37	0
70406	Здоровый VI	0	0	2	0	-1	100	0	0	10406	9% бонус к базовому здоровью	0	0	0	0	-1	37	0
70407	Здоровый VII	0	0	2	0	-1	100	0	0	10407	10.5% бонус к базовому здоровью	0	0	0	0	-1	37	0
70408	Здоровый VIII	0	0	2	0	-1	100	0	0	10408	12% бонус к базовому здоровью	0	0	0	0	-1	37	0
70409	Здоровый IX	0	0	2	0	-1	100	0	0	10409	13.5% бонус к базовому здоровью	0	0	0	0	-1	37	0
70410	Здоровый X	0	0	2	0	-1	100	0	0	10410	15% бонус к базовому здоровью	0	0	0	0	-1	37	0
70501	HPRegenBonus	0	0	2	0	-1	100	0	0	10501	HPRegenBonus	0	0	0	0	-1	23	0
70601	Укрепленный I	0	0	2	0	-1	100	0	0	10601	1.5% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70602	Укрепленный II	0	0	2	0	-1	100	0	0	10602	3% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70603	Укрепленный III	0	0	2	0	-1	100	0	0	10603	4.5% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70604	Укрепленный IV	0	0	2	0	-1	100	0	0	10604	6% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70605	Укрепленный V	0	0	2	0	-1	100	0	0	10605	7.5% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70606	Укрепленный VI	0	0	2	0	-1	100	0	0	10606	9% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70607	Укрепленный VII	0	0	2	0	-1	100	0	0	10607	10.5% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70608	Укрепленный VIII	0	0	2	0	-1	100	0	0	10608	12% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70609	Укрепленный IX	0	0	2	0	-1	100	0	0	10609	13.5% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70610	Укрепленный X	0	0	2	0	-1	100	0	0	10610	15% бонус к сопротивлению урону	0	0	0	0	-1	20	0
70701	AttackSpeedBonus	0	0	2	0	5000	100	0	0	10701	AttackSpeedBonus	0	0	0	0	-1	24	0
70801	Проворный I	0	0	2	1	-1	100	0	0	10801	1% Boost to base Move Speed	0	0	0	0	-1	25	0
70802	Проворный II	0	0	2	2	-1	100	0	0	10802	2% Boost to base Move Speed	0	0	0	0	-1	25	0
70803	Проворный III	0	0	2	3	-1	100	0	0	10803	3% Boost to base Move Speed	0	0	0	0	-1	25	0
70804	Проворный IV	0	0	2	0	-1	100	0	0	10804	4% Boost to base Move Speed	0	0	0	0	-1	25	0
70805	Проворный V	0	0	2	0	-1	100	0	0	10805	5% Boost to base Move Speed	0	0	0	0	-1	25	0
70806	Проворный VI	0	0	2	0	-1	100	0	0	10806	6% Boost to base Move Speed	0	0	0	0	-1	25	0
70807	Проворный VII	0	0	2	0	-1	100	0	0	10807	7% Boost to base Move Speed	0	0	0	0	-1	25	0
70808	Проворный VIII	0	0	2	0	-1	100	0	0	10808	8% Boost to base Move Speed	0	0	0	0	-1	25	0
70809	Проворный IX	0	0	2	0	-1	100	0	0	10809	9% Boost to base Move Speed	0	0	0	0	-1	25	0
70810	Проворный X	0	0	2	0	-1	100	0	0	10810	10% Boost to base Move Speed	0	0	0	0	-1	25	0
70901	Меховой	0	0	2	0	5000	100	0	0	10901	Сопротивление холоду	0	0	0	0	-1	15	0
71001	Индевелый	0	0	2	0	5000	100	0	0	11001	Сопротивление огню	0	0	0	0	-1	14	0
71101	Облицованный	0	0	2	0	5000	100	0	0	11101	Сопротивление взрыву	0	0	0	0	-1	13	0
71201	Изолированный	0	0	2	0	5000	100	0	0	11201	Сопротивление молнии	0	0	0	0	-1	16	0
71301	Холодящий	0	0	2	0	5000	100	0	0	11301	Бонус к урону холодом	0	0	0	0	-1	7	0
71401	Обжигающий	0	0	2	0	5000	100	0	0	11401	Бонус к урону огнем	0	0	0	0	-1	11	0
71501	Взрывающий	0	0	2	0	5000	100	0	0	11501	Бонус к урону взрывом	0	0	0	0	-1	12	0
71601	Шокирующий	0	0	2	0	5000	100	0	0	11601	Бонус к урону молнией	0	0	0	0	-1	4	0
74301	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13301	Снижение шанса на замедление холодом на 4%	0	0	0	0	-1	7	0
74302	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13302	Снижение шанса на замедление холодом на 8%	0	0	0	0	-1	7	0
74303	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13303	Снижение шанса на замедление холодом на 12%	0	0	0	0	-1	7	0
74304	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13304	Снижение шанса на замедление холодом на 16%	0	0	0	0	-1	7	0
