INT	STRING	INT	INT	INT	FLOAT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
41202	Chi Prayer II	3	0	2	0.2	15000	100	0	0	51202	Chi Prayer II	109	0	0	0	-1	23	0
41203	Chi Prayer III	3	0	2	0.2	15000	100	0	0	51203	Chi Prayer III	109	0	0	0	-1	23	0
41204	Chi Prayer IV	3	0	2	0.2	15000	100	0	0	51204	Chi Prayer IV	109	0	0	0	-1	23	0
41205	Chi Prayer V	3	0	2	0.2	15000	100	0	0	51215+51205	Chi Prayer V	109	0	0	0	-1	23	0
41206	Chi Prayer VI	3	0	2	0.2	15000	100	0	0	51215+51206	Chi Prayer VI	109	0	0	0	-1	23	0
41301	Chi Mend I	3	0	2	0	3000	100	0	0	50401	Chi Mend I	110	0	0	0	-1	0	-1
41302	Chi Mend II	3	0	2	0	3000	100	0	0	50402	Chi Mend II	110	0	0	0	-1	0	-1
41303	Chi Mend III	3	0	2	0	10000	100	0	0	50413+50403	Chi Mend III	110	0	0	0	-1	0	-1
41304	Chi Mend IV	3	0	2	0	10000	100	0	0	50414+50403	Chi Mend IV	110	0	0	0	-1	0	-1
41305	Chi Mend V	3	0	2	0	10000	100	0	0	50415+50414+50403	Chi Mend V	110	0	0	0	-1	0	-1
41306	Chi Mend VI	3	0	2	0	10000	100	0	0	50416+50414+50403	Chi Mend VI	110	0	0	0	-1	0	-1
41413	Steady Shot Stun	0	0	0	0	2000	100	0	0	60005	Steady Shot Stun	300	0	0	0	-1	27	0
41414	Steady Shot Stun	0	0	0	0	3000	100	0	0	60005	Steady Shot Stun	300	0	0	0	-1	27	0
41415	Steady Shot Slow	3	0	0	0.05	5000	100	0	0	51401	Steady Shot Slow	303	1	3	0	-1	29	0
41416	Steady Shot Slow	3	0	0	0.05	6500	100	0	0	51401	Steady Shot Slow	303	1	3	0	-1	29	0
42101	Dark Hunter I	3	0	2	0	10000	100	0	0	15101+15100	Dark Hunter	112	0	0	0	-1	19	0
42102	Dark Hunter II	3	0	2	0	10000	100	0	0	15102+15100	Dark Hunter	112	0	0	0	-1	19	0
42103	Dark Hunter III	3	0	2	0	10000	100	0	0	15113+15102+15100	Dark Hunter	112	0	0	0	-1	19	0
42104	Dark Hunter IV	3	0	2	0	10000	100	0	0	15114+15102+15100	Dark Hunter	112	0	0	0	-1	19	0
42105	Dark Hunter V	3	0	2	0	10000	100	0	0	15115+15114+15102+15100	Dark Hunter	112	0	0	0	-1	19	0
42106	Dark Hunter VI	3	0	2	0	10000	100	0	0	15116+15114+15102+15100	Dark Hunter	112	0	0	0	-1	19	0
41501	Stinging Shot I	0	0	0	0.05	5000	100	0	0	51501	Stinging Shot I	305	1	3	0	-1	32	0
41502	Stinging Shot II	0	0	0	0.05	5000	100	0	0	51502	Stinging Shot II	305	1	3	0	-1	32	0
41503	Stinging Shot III	0	0	0	0.05	5000	100	0	0	51503	Stinging Shot III	305	1	3	0	-1	32	0
41504	Stinging Shot IV	0	0	0	0.05	5000	100	0	0	51504	Stinging Shot IV	305	1	3	0	-1	32	0
41505	Stinging Shot V	0	0	0	0.05	5000	100	0	0	51504	Stinging Shot V	305	1	3	0	-1	32	0
41506	Stinging Shot VI	0	0	0	0.05	5000	100	0	0	51504	Stinging Shot VI	305	1	3	0	-1	32	0
41515	Stinging Shot V Fear	3	0	0	0.05	5000	50	0	0	51515	Stinging Shot V Fear	308	1	3	0	-1	34	0
41516	Stinging Shot VI Fear	3	0	0	0.05	5000	75	0	0	51515	Stinging Shot VI Fear	308	1	3	0	-1	34	0
41613	Ninja Escape Stun	0	0	0	0	1500	100	0	0	60005	Ninja Escape Stun	300	0	0	0	-1	27	0
41614	Ninja Escape Stun	0	0	0	0	2000	100	0	0	60005	Ninja Escape Stun	300	0	0	0	-1	27	0
41615	Ninja Escape V Heal	3	0	2	0	1000	100	0	0	51615	Ninja Escape V Heal	110	0	0	0	-1	0	-1
41616	Ninja Escape VI Heal	3	0	2	0	1000	100	0	0	51616	Ninja Escape VI Heal	110	0	0	0	-1	0	-1
41700	Caltrops Slow	3	0	0	0.5	3000	100	0	0	51700	Caltrops Slow	303	0	0	0	-1	29	0
41701	Caltrops 1 Damage	0	0	0	0.5	3000	100	0	0	51701	Caltrops 1 Damage	0	0	0	0	-1	0	-1
41702	Caltrops 2 Damage	0	0	0	0.5	3000	100	0	0	51702	Caltrops 2 Damage	0	0	0	0	-1	0	-1
41703	Caltrops 3 Damage	0	0	0	0.5	3000	100	0	0	51702	Caltrops 3 Damage	0	0	0	0	-1	0	-1
41704	Caltrops 4 Damage	0	0	0	0.5	3000	100	0	0	51702	Caltrops 4 Damage	0	0	0	0	-1	0	-1
41705	Caltrops 5 Damage	0	0	0	0.5	3000	100	0	0	51702	Caltrops 5 Damage	0	0	0	0	-1	0	-1
41706	Caltrops 6 Damage	0	0	0	0.5	3000	100	0	0	51702	Caltrops 6 Damage	0	0	0	0	-1	0	-1
41713	Caltrops 3 Fear Trigger	3	0	0	0	3000	25	0	0	51713	Caltrops 3 Fear Trigger	308	0	0	0	-1	3	-1
41714	Caltrops 4+ Fear Trigger	3	0	0	0	3000	40	0	0	51714	Caltrops 4+ Fear Trigger	308	0	0	0	-1	3	-1
41715	Caltrops 5 Poison	0	0	0	0.05	3000	25	0	0	51715	Caltrops 5 Poison	305	1	3	0	-1	32	0
41716	Caltrops 6 Poison	0	0	0	0.05	3000	25	0	0	51716	Caltrops 6 Poison	305	1	3	0	-1	32	0
41710	Caltrops Fear Effect	3	0	0	0	3000	15	0	0	51723	Caltrops Fear Effect	308	0	0	0	-1	34	0
41801	Firebomb Trap I	0	0	0	0.05	5000	100	0	0	50101	Firebomb Trap I	306	1	3	0	-1	11	0
41802	Firebomb Trap II	0	0	0	0.05	5000	100	0	0	50101	Firebomb Trap II	306	1	3	0	-1	11	0
41803	Firebomb Trap III	0	0	0	0.05	5000	100	0	0	50101	Firebomb Trap III	306	1	3	0	-1	11	0
41804	Firebomb Trap IV	0	0	0	0.05	5000	100	0	0	50101	Firebomb Trap IV	306	1	3	0	-1	11	0
41805	Firebomb Trap V	0	0	0	0.05	7000	100	0	0	50105	Firebomb Trap V	306	1	3	0	-1	11	0
41806	Firebomb Trap VI	0	0	0	0.05	7000	100	0	0	50105	Firebomb Trap VI	306	1	3	0	-1	11	0
41901	Bear Trap Stun	0	0	0	0	3000	100	0	0	60005	Bear Trap Stun	300	0	0	0	-1	0	0
40018	Revival Invulnerability	3	0	2	0	7000	100	0	0	50008	Revival Invulnerability	403	0	0	0	-1	36	0
40019	Shinigami Scroll Revival Invulnerability	3	0	2	0	12000	100	0	0	50008	Shinigami Scroll Revival Invulnerability	403	0	0	0	-1	36	0
40002	Revival Knockback	0	0	0	2	400	100	0	0	50001	Revival Knockback	304	0	0	0	-1	0	-1
40003	Shinigami Scroll Revival Knockback	0	0	0	2	400	100	0	0	50001	Shinigami Scroll Revival Knockback	304	0	0	0	-1	0	-1
60701	Boss Meteor Rain	0	0	0	3	2100	100	0	0	91201	Boss Meteor Rain	0	0	0	0	-1	11	0
60702	Futakuchi Meteor Rain	0	0	0	3	2100	100	0	0	91201	Boss Meteor Rain	0	0	0	0	-1	11	0
60007	Boss Slow	0	0	0	0.25	5000	100	0	0	50015	Slowed	302	0	0	0	-1	27	0
60013	ImpStoneSlowDamage	3	0	0	0.5	3000	100	0	0	50015+50009	ImpStoneSlowDamage	303	0	0	0	-1	29	0
60014	ImpHealCircleDamage	0	0	0	0.5	5000	100	0	0	91213	Imp Heal Circle HoT	0	0	0	0	-1	0	0
60015	30% Slow	0	0	0	0.25	5000	100	0	0	50013	30% Slowed	302	0	0	0	-1	27	0
60016	50%Slow	0	0	0	0.25	5000	100	0	0	50015	50% Slowed	302	0	0	0	-1	27	0
60017	80%Slow	0	0	0	0.25	5000	100	0	0	50018	80% Slowed	302	0	0	0	-1	27	0
60018	Kill self	0	0	2	0	0	100	0	0	50019	Kill self	0	0	0	0	0	0	0
50101	Inugami	0	0	2	0	-1	100	0	0	70101	Dog spirit. Increases Power 2%	500	0	0	0	-1	17	0
50102	Inugami	0	0	2	0	-1	100	0	0	70102	Dog spirit. Increases Power 3%	500	0	0	0	-1	17	0
50103	Inugami	0	0	2	0	-1	100	0	0	70103	Dog spirit. Increases Power 4%	500	0	0	0	-1	17	0
50104	Inugami	0	0	2	0	-1	100	0	0	70104	Dog spirit. Increases Power 5%	500	0	0	0	-1	17	0
50105	Inugami	0	0	2	0	-1	100	0	0	70105	Dog spirit. Increases Power 6%	500	0	0	0	-1	17	0
50106	Inugami	0	0	2	0	-1	100	0	0	70106	Dog spirit. Increases Power 7%	500	0	0	0	-1	17	0
50107	Inugami	0	0	2	0	-1	100	0	0	70107	Dog spirit. Increases Power 8%	500	0	0	0	-1	17	0
50108	Inugami	0	0	2	0	-1	100	0	0	70108	Dog spirit. Increases Power 9%	500	0	0	0	-1	17	0
50109	Inugami	0	0	2	0	-1	100	0	0	70109	Dog spirit. Increases Power 10%	500	0	0	0	-1	17	0
50110	Inugami	0	0	2	0	-1	100	0	0	70110	Dog spirit. Increases Power 11%	500	0	0	0	-1	17	0
50111	Inugami	0	0	2	0	-1	100	0	0	70111	Dog spirit. Increases Power 12%	500	0	0	0	-1	17	0
50112	Inugami	0	0	2	0	-1	100	0	0	70112	Dog spirit. Increases Power 13%	500	0	0	0	-1	17	0
50113	Inugami	0	0	2	0	-1	100	0	0	70113	Dog spirit. Increases Power 14%	500	0	0	0	-1	17	0
50114	Inugami	0	0	2	0	-1	100	0	0	70114	Dog spirit. Increases Power 15%	500	0	0	0	-1	17	0
50115	Inugami	0	0	2	0	-1	100	0	0	70115	Dog spirit. Increases Power 16%	500	0	0	0	-1	17	0
50201	Maneki Neko	0	0	2	0	-1	100	0	0	70201	Cat spirit. Increases Skill 2%	501	0	0	0	-1	19	0
50202	Maneki Neko	0	0	2	0	-1	100	0	0	70202	Cat spirit. Increases Skill 3%	501	0	0	0	-1	19	0
50203	Maneki Neko	0	0	2	0	-1	100	0	0	70203	Cat spirit. Increases Skill 4%	501	0	0	0	-1	19	0
50204	Maneki Neko	0	0	2	0	-1	100	0	0	70204	Cat spirit. Increases Skill 5%	501	0	0	0	-1	19	0
50205	Maneki Neko	0	0	2	0	-1	100	0	0	70205	Cat spirit. Increases Skill 6%	501	0	0	0	-1	19	0
50206	Maneki Neko	0	0	2	0	-1	100	0	0	70206	Cat spirit. Increases Skill 7%	501	0	0	0	-1	19	0
50207	Maneki Neko	0	0	2	0	-1	100	0	0	70207	Cat spirit. Increases Skill 8%	501	0	0	0	-1	19	0
50208	Maneki Neko	0	0	2	0	-1	100	0	0	70208	Cat spirit. Increases Skill 9%	501	0	0	0	-1	19	0
50209	Maneki Neko	0	0	2	0	-1	100	0	0	70209	Cat spirit. Increases Skill 10%	501	0	0	0	-1	19	0
50210	Maneki Neko	0	0	2	0	-1	100	0	0	70210	Cat spirit. Increases Skill 11%	501	0	0	0	-1	19	0
50211	Maneki Neko	0	0	2	0	-1	100	0	0	70211	Cat spirit. Increases Skill 12%	501	0	0	0	-1	19	0
50212	Maneki Neko	0	0	2	0	-1	100	0	0	70212	Cat spirit. Increases Skill 13%	501	0	0	0	-1	19	0
50213	Maneki Neko	0	0	2	0	-1	100	0	0	70213	Cat spirit. Increases Skill 14%	501	0	0	0	-1	19	0
50214	Maneki Neko	0	0	2	0	-1	100	0	0	70214	Cat spirit. Increases Skill 15%	501	0	0	0	-1	19	0
50215	Maneki Neko	0	0	2	0	-1	100	0	0	70215	Cat spirit. Increases Skill 16%	501	0	0	0	-1	19	0
50301	Yosuzume	0	0	2	0	-1	100	0	0	70301	Bird spirit. Increases Energy regen 10%	502	0	0	0	-1	22	0
50302	Yosuzume	0	0	2	0	-1	100	0	0	70302	Bird spirit. Increases Energy regen 11%	502	0	0	0	-1	22	0
50303	Yosuzume	0	0	2	0	-1	100	0	0	70303	Bird spirit. Increases Energy regen 12%	502	0	0	0	-1	22	0
50304	Yosuzume	0	0	2	0	-1	100	0	0	70304	Bird spirit. Increases Energy regen 13%	502	0	0	0	-1	22	0
50305	Yosuzume	0	0	2	0	-1	100	0	0	70305	Bird spirit. Increases Energy regen 14%	502	0	0	0	-1	22	0
50306	Yosuzume	0	0	2	0	-1	100	0	0	70306	Bird spirit. Increases Energy regen 15%	502	0	0	0	-1	22	0
50307	Yosuzume	0	0	2	0	-1	100	0	0	70307	Bird spirit. Increases Energy regen 16%	502	0	0	0	-1	22	0
50308	Yosuzume	0	0	2	0	-1	100	0	0	70308	Bird spirit. Increases Energy regen 17%	502	0	0	0	-1	22	0
50309	Yosuzume	0	0	2	0	-1	100	0	0	70309	Bird spirit. Increases Energy regen 18%	502	0	0	0	-1	22	0
50310	Yosuzume	0	0	2	0	-1	100	0	0	70310	Bird spirit. Increases Energy regen 19%	502	0	0	0	-1	22	0
50311	Yosuzume	0	0	2	0	-1	100	0	0	70311	Bird spirit. Increases Energy regen 20%	502	0	0	0	-1	22	0
50312	Yosuzume	0	0	2	0	-1	100	0	0	70312	Bird spirit. Increases Energy regen 21%	502	0	0	0	-1	22	0
50313	Yosuzume	0	0	2	0	-1	100	0	0	70313	Bird spirit. Increases Energy regen 22%	502	0	0	0	-1	22	0
50314	Yosuzume	0	0	2	0	-1	100	0	0	70314	Bird spirit. Increases Energy regen 23%	502	0	0	0	-1	22	0
50315	Yosuzume	0	0	2	0	-1	100	0	0	70315	Bird spirit. Increases Energy regen 24%	502	0	0	0	-1	22	0
50401	Nishikigoi	0	0	2	0	-1	100	0	0	70401	Fish spirit. Increases Health regen 2%	503	0	0	0	-1	23	0
50402	Nishikigoi	0	0	2	0	-1	100	0	0	70402	Fish spirit. Increases Health regen 3%	503	0	0	0	-1	23	0
50403	Nishikigoi	0	0	2	0	-1	100	0	0	70403	Fish spirit. Increases Health regen 4%	503	0	0	0	-1	23	0
50404	Nishikigoi	0	0	2	0	-1	100	0	0	70404	Fish spirit. Increases Health regen 5%	503	0	0	0	-1	23	0
50405	Nishikigoi	0	0	2	0	-1	100	0	0	70405	Fish spirit. Increases Health regen 6%	503	0	0	0	-1	23	0
50406	Nishikigoi	0	0	2	0	-1	100	0	0	70406	Fish spirit. Increases Health regen 7%	503	0	0	0	-1	23	0
50407	Nishikigoi	0	0	2	0	-1	100	0	0	70407	Fish spirit. Increases Health regen 8%	503	0	0	0	-1	23	0
50408	Nishikigoi	0	0	2	0	-1	100	0	0	70408	Fish spirit. Increases Health regen 9%	503	0	0	0	-1	23	0
50409	Nishikigoi	0	0	2	0	-1	100	0	0	70409	Fish spirit. Increases Health regen 10%	503	0	0	0	-1	23	0
50410	Nishikigoi	0	0	2	0	-1	100	0	0	70410	Fish spirit. Increases Health regen 11%	503	0	0	0	-1	23	0
50411	Nishikigoi	0	0	2	0	-1	100	0	0	70411	Fish spirit. Increases Health regen 12%	503	0	0	0	-1	23	0
50412	Nishikigoi	0	0	2	0	-1	100	0	0	70412	Fish spirit. Increases Health regen 13%	503	0	0	0	-1	23	0
50413	Nishikigoi	0	0	2	0	-1	100	0	0	70413	Fish spirit. Increases Health regen 14%	503	0	0	0	-1	23	0
50414	Nishikigoi	0	0	2	0	-1	100	0	0	70414	Fish spirit. Increases Health regen 15%	503	0	0	0	-1	23	0
50415	Nishikigoi	0	0	2	0	-1	100	0	0	70415	Fish spirit. Increases Health regen 16%	503	0	0	0	-1	23	0
50501	Nihonzaru	0	0	2	0	-1	100	0	0	70501	Monkey spirit. Increases max Energy 20%	504	0	0	0	-1	21	0
50502	Nihonzaru	0	0	2	0	-1	100	0	0	70502	Monkey spirit. Increases max Energy 21%	504	0	0	0	-1	21	0
50503	Nihonzaru	0	0	2	0	-1	100	0	0	70503	Monkey spirit. Increases max Energy 22%	504	0	0	0	-1	21	0
50504	Nihonzaru	0	0	2	0	-1	100	0	0	70504	Monkey spirit. Increases max Energy 23%	504	0	0	0	-1	21	0
50505	Nihonzaru	0	0	2	0	-1	100	0	0	70505	Monkey spirit. Increases max Energy 24%	504	0	0	0	-1	21	0
50506	Nihonzaru	0	0	2	0	-1	100	0	0	70506	Monkey spirit. Increases max Energy 25%	504	0	0	0	-1	21	0
50507	Nihonzaru	0	0	2	0	-1	100	0	0	70507	Monkey spirit. Increases max Energy 26%	504	0	0	0	-1	21	0
50508	Nihonzaru	0	0	2	0	-1	100	0	0	70508	Monkey spirit. Increases max Energy 27%	504	0	0	0	-1	21	0
50509	Nihonzaru	0	0	2	0	-1	100	0	0	70509	Monkey spirit. Increases max Energy 28%	504	0	0	0	-1	21	0
50510	Nihonzaru	0	0	2	0	-1	100	0	0	70510	Monkey spirit. Increases max Energy 29%	504	0	0	0	-1	21	0
50511	Nihonzaru	0	0	2	0	-1	100	0	0	70511	Monkey spirit. Increases max Energy 30%	504	0	0	0	-1	21	0
50512	Nihonzaru	0	0	2	0	-1	100	0	0	70512	Monkey spirit. Increases max Energy 31%	504	0	0	0	-1	21	0
50513	Nihonzaru	0	0	2	0	-1	100	0	0	70513	Monkey spirit. Increases max Energy 32%	504	0	0	0	-1	21	0
50514	Nihonzaru	0	0	2	0	-1	100	0	0	70514	Monkey spirit. Increases max Energy 33%	504	0	0	0	-1	21	0
50515	Nihonzaru	0	0	2	0	-1	100	0	0	70515	Monkey spirit. Increases max Energy 34%	504	0	0	0	-1	21	0
50601	Ishigame	0	0	2	0	-1	100	0	0	70601	Turtle spirit. Increases Defense 2%	505	0	0	0	-1	18	0
50602	Ishigame	0	0	2	0	-1	100	0	0	70602	Turtle spirit. Increases Defense 3%	505	0	0	0	-1	18	0
50603	Ishigame	0	0	2	0	-1	100	0	0	70603	Turtle spirit. Increases Defense 4%	505	0	0	0	-1	18	0
50604	Ishigame	0	0	2	0	-1	100	0	0	70604	Turtle spirit. Increases Defense 5%	505	0	0	0	-1	18	0
50605	Ishigame	0	0	2	0	-1	100	0	0	70605	Turtle spirit. Increases Defense 6%	505	0	0	0	-1	18	0
50606	Ishigame	0	0	2	0	-1	100	0	0	70606	Turtle spirit. Increases Defense 7%	505	0	0	0	-1	18	0
50607	Ishigame	0	0	2	0	-1	100	0	0	70607	Turtle spirit. Increases Defense 8%	505	0	0	0	-1	18	0
50608	Ishigame	0	0	2	0	-1	100	0	0	70608	Turtle spirit. Increases Defense 9%	505	0	0	0	-1	18	0
50609	Ishigame	0	0	2	0	-1	100	0	0	70609	Turtle spirit. Increases Defense 10%	505	0	0	0	-1	18	0
50610	Ishigame	0	0	2	0	-1	100	0	0	70610	Turtle spirit. Increases Defense 11%	505	0	0	0	-1	18	0
50611	Ishigame	0	0	2	0	-1	100	0	0	70611	Turtle spirit. Increases Defense 12%	505	0	0	0	-1	18	0
50612	Ishigame	0	0	2	0	-1	100	0	0	70612	Turtle spirit. Increases Defense 13%	505	0	0	0	-1	18	0
50613	Ishigame	0	0	2	0	-1	100	0	0	70613	Turtle spirit. Increases Defense 14%	505	0	0	0	-1	18	0
50614	Ishigame	0	0	2	0	-1	100	0	0	70614	Turtle spirit. Increases Defense 15%	505	0	0	0	-1	18	0
50615	Ishigame	0	0	2	0	-1	100	0	0	70615	Turtle spirit. Increases Defense 16%	505	0	0	0	-1	18	0
50701	Kabuki Kozo	0	0	2	0	-1	100	0	0	70701	Yokai spirit. Increases Attack Speed 4%	506	0	0	0	-1	24	0
50702	Kabuki Kozo	0	0	2	0	-1	100	0	0	70702	Yokai spirit. Increases Attack Speed 5%	506	0	0	0	-1	24	0
50703	Kabuki Kozo	0	0	2	0	-1	100	0	0	70703	Yokai spirit. Increases Attack Speed 6%	506	0	0	0	-1	24	0
50704	Kabuki Kozo	0	0	2	0	-1	100	0	0	70704	Yokai spirit. Increases Attack Speed 7%	506	0	0	0	-1	24	0
50705	Kabuki Kozo	0	0	2	0	-1	100	0	0	70705	Yokai spirit. Increases Attack Speed 8%	506	0	0	0	-1	24	0
50706	Kabuki Kozo	0	0	2	0	-1	100	0	0	70706	Yokai spirit. Increases Attack Speed 9%	506	0	0	0	-1	24	0
50707	Kabuki Kozo	0	0	2	0	-1	100	0	0	70707	Yokai spirit. Increases Attack Speed 10%	506	0	0	0	-1	24	0
50708	Kabuki Kozo	0	0	2	0	-1	100	0	0	70708	Yokai spirit. Increases Attack Speed 11%	506	0	0	0	-1	24	0
